OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
373,15000US230050022002,2043,218,566,,40117.0,0.03325942350332594,0.04820261433970374,0.0,40117.0,0.3854077249910663,0.047826086914933834,0.6222943719576329,0.0,0.10410958894601863,0.1917808217426659,0.18030377257211966,0.18540772516274012
374,15000US230050044015,911,174,184,,69375.0,0.19230769230769232,0.0,0.0,69375.0,0.4615384602704987,0.015228426370171867,0.734161489771228,0.15120274888109494,0.1701030924912318,0.025773195832004818,0.030735455509620795,0.06593406575292839
375,15000US230050044014,875,133,175,,64559.0,0.11206896551724138,0.07126436765226582,0.0,64559.0,0.39108910794284873,0.04637096764844563,0.6569536415139687,0.0,0.0,0.0909090907168941,0.02514285711412245,0.02475247518625625
376,15000US230050025012,1029,248,309,,61563.0,0.02348993288590604,0.08771929802576617,0.08771929802576617,61563.0,0.3983516472572757,0.0,0.5012285006127414,0.0,0.05882352926758939,0.08823529390138408,0.11073059348090115,0.11813186780733004
377,15000US230050025011,677,136,103,,87150.0,0.14566929133858267,0.023026315713729224,0.0,87150.0,0.17508417449466607,0.0,0.6910994752336833,0.0,0.027777777707631873,0.14393939357591062,0.04579025104019165,0.0
378,15000US230050045021,856,139,152,,63464.0,0.03278688524590164,0.3127690095943056,0.28120516458937567,63464.0,0.29018789083468083,0.03191489354911725,0.6394557814429173,0.0,0.07692307675401522,0.2703296697355392,0.08294392513674775,0.09394572005439307
379,15000US230050023001,1512,336,233,,54167.0,0.0,0.05944055933664238,0.0,54167.0,0.2026022301066873,0.07845433246082631,0.6719118798804784,0.0,0.11944091471481459,0.18297331615886492,0.31098430790942627,0.21375464644283523
380,15000US230050023002,2102,400,282,,46984.0,0.0,0.05746061162422556,0.0,46984.0,0.26941986207530005,0.05296950236519301,0.7185697804391177,0.007627118637604136,0.10169491516805515,0.09830508466245332,0.101332064652078,0.19370698112713178
381,15000US230050024001,1000,151,268,55.0,49875.0,0.0196078431372549,0.5587958602457235,0.5550329251598937,49875.0,0.4413646046026341,0.05103969744604972,0.6038812778494506,0.03187250989666831,0.15936254948334153,0.07171314726750369,0.07999999992,0.017057569260005182
382,15000US230050044022,1508,299,341,,113250.0,0.0,0.07328244263621002,0.06106870219684168,113250.0,0.4118616138190089,0.027261462171918882,0.6279969059334903,0.0,0.081528662316524,0.2140127385808755,0.011273209541596014,0.026359143284416568
383,15000US230050044023,782,155,143,,96076.0,0.03773584905660377,0.15749999960625,0.15749999960625,96076.0,0.281899108955789,0.08624708604604409,0.6682242980245727,0.028061224418211163,0.038265306024833405,0.09183673445960017,0.011508951391932287,0.0
384,15000US230050044013,1005,221,179,46.0,75179.0,0.07661290322580645,0.14685314651083184,0.0,75179.0,0.22131147480515992,0.13879003534023127,0.6904176895695114,0.0,0.16322314015862988,0.15289256166757736,0.040254237245493395,0.22677595566454656
385,15000US230050045025,737,183,171,,33315.0,0.0,0.0,0.0,33315.0,0.37190082542176084,0.16338028122991471,0.6078767112878823,0.0,0.17845117785033274,0.14814814764933285,0.13432835802669152,0.2617079882597576
386,15000US230050045022,769,144,106,,38333.0,0.15765765765765766,0.0,0.0,38333.0,0.2832512308294305,0.035087719221298865,0.6972477053558903,0.0,0.2363636358264463,0.18636363594008265,0.14066852348096306,0.17487684685990926
387,15000US230050040011,1909,489,155,,83125.0,0.06445993031358885,0.0,0.0,83125.0,0.1306990879472658,0.03477523321902015,0.824475523898968,0.0,0.07293497357387084,0.09666080835091316,0.023572551061512542,0.0744680849932096
388,15000US230050040012,1230,336,126,,67614.0,0.36,0.06237006224039488,0.0,67614.0,0.2305986691117546,0.06545960993668579,0.7703862652678259,0.01639344259851946,0.0670640833575796,0.07302533521158669,0.00569105690594223,0.09090909070751865
389,15000US230050040025,2050,629,179,40.0,77306.0,0.023255813953488372,0.07384987884521807,0.07384987884521807,77306.0,0.18823529387158786,0.0,0.7397350988478575,0.0,0.008952551469156175,0.14234556835958317,0.03365853656894706,0.01830065357084882
390,15000US230050115004,1457,332,214,,61250.0,0.04008016032064128,0.10502283089037621,0.012176560103232025,61250.0,0.3061224484589754,0.05555555548988705,0.725557460784256,0.02127659571805182,0.04755944925211583,0.1576971212043841,0.08848314600527868,0.04081632646119673
391,15000US230050120003,1514,361,145,,68409.0,0.029411764705882353,0.29475982500572073,0.255458515004958,68409.0,0.17337461273471422,0.026195899742373692,0.7120843465433216,0.0304093566895797,0.10760233905543586,0.11345029226497041,0.033685601034553765,0.05417956647959819
392,15000US230050120001,1631,406,306,,62067.0,0.014056224899598393,0.44956521700037805,0.38347826053610584,62067.0,0.35229067874835596,0.0716845877279754,0.6611374402360684,0.0,0.06048906041121099,0.14671814652932028,0.1557326792423466,0.034755134226295205
393,15000US230050120002,1298,289,176,,58828.0,0.06575342465753424,0.3093622790917744,0.24966078663546704,58828.0,0.212180746145028,0.054156171216427997,0.7518939386819186,0.0,0.13981358170464236,0.10785619160072411,0.06677018628356352,0.22003929229854757
394,15000US230050165002,997,134,261,,46302.0,0.1378504672897196,0.5427782883691091,0.4940202387359519,46302.0,0.43661971743134864,0.03853564539781186,0.5938215096180532,0.0,0.09619238457676876,0.1002004006008008,0.08625877624246862,0.05633802805565789
395,15000US230050165001,608,103,96,44.0,55492.0,0.06986899563318777,0.3273195867852588,0.3067010301373685,55492.0,0.3256704968365115,0.02305475497678745,0.6750972749511727,0.04424778748009502,0.11209439494957406,0.15339232993099608,0.08223684197000519,0.08429118741650886
396,15000US230050030003,1055,306,99,,51793.0,0.0972972972972973,0.0,0.0,51793.0,0.1621052628166205,0.03987240822986857,0.8371161537555192,0.04983388696040882,0.02491694348020441,0.054817275656449706,0.13175355437748476,0.07157894721772853
397,15000US230050040023,1467,425,120,,81250.0,0.0,0.1474245112834378,0.0,81250.0,0.1354166663845486,0.0067567567476260046,0.7101727440401412,0.0,0.008163265295015966,0.08707482981350363,0.03010752686013797,0.10624999977864584
398,15000US230050040024,1041,187,61,,85324.0,0.031578947368421054,0.0,0.0,85324.0,0.25277161806480797,0.08411214942041102,0.8770491793008792,0.0,0.1486880464304839,0.039358600525716325,0.028818443776351156,0.0
399,15000US230050041001,2613,662,177,,76731.0,0.05815423514538559,0.0817884404778752,0.0,76731.0,0.2090261280177837,0.04403244493393253,0.8416464886965392,0.007272727268319559,0.16484848474857666,0.1254545453785124,0.02470088767861795,0.060570071186971414
400,15000US230050041002,1426,353,184,,73409.0,0.0,0.04814814805898491,0.0,73409.0,0.27431906561416525,0.0326944757241325,0.8027149314002578,0.0,0.06993006984856635,0.18414918393455806,0.009817671802371898,0.0700389103695741
401,15000US230050041003,1555,177,285,,64729.0,0.04659498207885305,0.14154652668211465,0.04718217556070488,64729.0,0.2763358774407086,0.0010245901628846412,0.6941678515688706,0.03794871790979619,0.06564102557370151,0.0738461537704142,0.0006430868163066966,0.056488549532078554
402,15000US230050030004,2748,917,120,,38731.0,,0.04693140789988139,0.0,38731.0,0.0710227272054709,0.016724738664303317,0.7606659725490811,0.009213323877240734,0.08717221822312386,0.10630758319893154,0.33206974968458314,0.19791666647924555
403,15000US230050030001,1776,326,345,45.0,61558.0,0.0,0.05989304806428551,0.0,61558.0,0.3890784978508777,0.09782608686791114,0.7081462471403808,0.0,0.04518072284620409,0.28313252983621234,0.03156708002730153,0.1183162683523137
404,15000US230050030002,975,134,257,,58333.0,0.0,0.0,0.0,58333.0,0.5812807867456138,0.06315789460387812,0.5608028328680014,0.0,0.013483146037116527,0.24494381967428355,0.05230769225404339,0.16009852177315634
405,15000US230050150001,998,182,151,,57750.0,0.28116710875331563,0.25862068915973047,0.13409961660134173,57750.0,0.42118862940261337,0.11818181796694215,0.6828675568859447,0.04123711331703688,0.19175257692422149,0.11546391728770326,0.10420841672925009,0.20671834571907405
406,15000US230050160003,911,256,199,,46188.0,0.23443223443223443,0.44334975296658496,0.3957307054257295,46188.0,0.43362831730493123,0.0,0.4625954191410757,0.0,0.0,0.0,0.21348314582754702,0.13864306743763108
407,15000US230050160002,856,157,145,,37331.0,0.012345679012345678,0.33876811532831863,0.33876811532831863,37331.0,0.3808219167648715,0.07488986767645403,0.6219178073672359,0.0,0.011904761876417234,0.07857142838435374,0.037974683496234576,0.3205479443272659
408,15000US230050160001,1092,48,334,,39028.0,0.01609657947686117,0.6435064930886321,0.5811688307914488,39028.0,0.48451730330689013,0.04387291975208333,0.6235849050720896,0.0,0.03639240500570822,0.1819620250285411,0.043956043915791165,0.10018214917999609
409,15000US230050165003,1585,307,191,,52813.0,0.1724137931034483,0.08588957042041477,0.05674846617063119,52813.0,0.302013422312058,0.04431818176782025,0.6651549503664739,0.028537455376293156,0.0963139118949894,0.14625445880350244,0.11545741317636755,0.14093959707896042
410,15000US230050040021,1657,335,438,,48125.0,0.07391304347826087,0.03362391029436624,0.0,48125.0,0.3363402057521389,0.06293706284903908,0.5099857343010087,0.0,0.028358208912898197,0.04925373126977055,0.10052562411266384,0.12757731942322512
411,15000US230050040022,1447,8,0,,,0.0,0.0,0.0,,0.0,0.21052631551922169,0.5383552173197268,0.037398373922929475,0.24065040611276356,0.21626016224998348,0.0,0.0
412,15000US230050047021,1478,280,151,,74861.0,0.13092979127134724,0.12719891728389862,0.06765899855526522,74861.0,0.17054263539450754,0.012114537431591918,0.7838063432522484,0.010033444804867954,0.016722408008113258,0.2196209585065541,0.014884979692229376,0.01550387594495523
413,15000US230050031002,1698,278,228,,58173.0,0.024714828897338403,0.0,0.0,58173.0,0.19354838682531783,0.03231939160425913,0.7320807232205422,0.0,0.08349705296316597,0.22789783867593533,0.08912108169076761,0.08695652161717178
414,15000US230050031001,625,120,69,,47589.0,0.41836734693877553,0.0,0.0,47589.0,0.27075812176621616,0.11722488010233283,0.8069498053919888,0.0,0.06775067732316889,0.3387533866158445,0.17919999971328,0.1877256310912432
415,15000US230050031003,686,184,77,,30089.0,0.0,0.07881773379601544,0.0,30089.0,0.157754010273385,0.0439814813796725,0.8339768323668401,0.0,0.15980629501257557,0.15738498751238503,0.1530612242666746,0.17379679097915296
416,15000US230050031004,838,220,200,33.0,26071.0,0.0,0.0,0.0,26071.0,0.5028735617733519,0.03636363625344353,0.5201238382041427,0.0,0.16037735798623473,0.20125786100233378,0.2852028636214763,0.21264367754987448
417,15000US230050160005,1429,210,343,,35938.0,0.1838074398249453,0.35306553873883134,0.3266384774559847,35938.0,0.4281045744638814,0.12116788303479141,0.5560064930551895,0.051495016525755784,0.05813953478714363,0.15116279044657344,0.17171717159327765,0.16830065331977018
418,15000US230050160004,941,192,190,,31094.0,0.0,0.2045855375580502,0.0,31094.0,0.3303769394004946,0.03266787652873344,0.7064102555046022,0.0,0.22138836731446834,0.06754221375695645,0.25133120314022234,0.20399113036809063
419,15000US230050111004,1215,390,16,,52907.0,,0.0,0.0,52907.0,0.10628019297999954,0.0,0.7381818172870523,0.0,0.19435736616188914,0.10658307176619727,0.013077593711353449,0.043478260764545265
420,15000US230050111002,851,159,189,,82083.0,0.10820895522388059,0.058548009230566724,0.058548009230566724,82083.0,0.291044775395411,0.0743243241569272,0.6271186431820358,0.0,0.0,0.02189781016569876,0.010575793172061348,0.0
421,15000US230050047022,840,159,139,,63558.0,0.2865853658536585,0.06837606818126477,0.0,63558.0,0.3944954116376287,0.15327102775089527,0.7642857131938775,0.019867549625016447,0.07947019850006579,0.07064017644450292,0.2810218974683432,0.08868501501931188
422,15000US230050140001,864,248,64,45.0,69091.0,0.028125,0.5994993734674601,0.5619524398473686,69091.0,0.23124999927734374,0.013916500966368785,0.7462908000796873,0.0,0.09677419335327783,0.2399193543550013,0.028935185151695388,0.0
423,15000US230050115003,2862,766,117,,72072.0,0.12082853855005754,0.03424657530895638,0.0,72072.0,0.21073961478141884,0.11511627900283937,0.7850296664605068,0.007884362675503047,0.045992115607101106,0.19645203666461758,0.11828344748709577,0.1651469096604388
424,15000US230050115001,1327,274,214,,45361.0,0.11025641025641025,0.07528957514422863,0.07528957514422863,45361.0,0.3966597068963263,0.1839080457127758,0.6609686603409604,0.0,0.01056338026309264,0.28873239385786553,0.03692539560141266,0.1336116907440257
425,15000US230050032001,1516,257,242,,54412.0,0.10633946830265849,0.0,0.0,54412.0,0.33163265263822367,0.015495867752586913,0.7676447257988542,0.009443861480121865,0.08709338920556832,0.11332633776146239,0.06905710486782396,0.14413265287738183
426,15000US230050032003,676,46,188,,44375.0,0.12173913043478261,0.1017964069824423,0.019960079800478883,44375.0,0.43111111015308645,0.0451127818418226,0.6333333323280423,0.0,0.0656167977280399,0.18372703363851173,0.09023668625704633,0.23555555503209877
427,15000US230050032002,806,104,114,48.0,72690.0,0.0871559633027523,0.046920820976771783,0.046920820976771783,72690.0,0.29538461447573966,0.10622710603255109,0.7636363625683408,0.0,0.08811475391779763,0.1311475407148616,0.023573200963308685,0.0584615382816568
428,15000US230050033002,1658,421,212,,43867.0,0.05060240963855422,0.0,0.0,43867.0,0.38230647648924726,0.024261603349935018,0.7331786537253064,0.0,0.04972972967596786,0.055135135075529584,0.1599752932921709,0.12638230627743713
429,15000US230050112014,564,26,55,,51429.0,0.5661764705882353,0.0,0.0,51429.0,0.2046979858902752,0.06486486468955442,0.6618962421075202,0.0,0.13294797649437,0.18786127113334894,0.12943262388398472,0.1845637577699203
430,15000US230050111003,923,368,164,,53245.0,0.0,0.0,0.0,53245.0,0.4235668776319526,0.06436781594398203,0.7591623023400309,0.0,0.12776412745021098,0.11547911519538301,0.054171180873053976,0.1815286618422654
431,15000US230050115002,1344,292,73,,64962.0,0.08823529411764706,0.08547008532398276,0.08547008532398276,64962.0,0.1345794390007861,0.04185022021822663,0.840740739962277,0.0,0.03103448272294887,0.07471264359228431,0.008928571421928145,0.061682242875360296
432,15000US230050046001,1766,391,197,,77292.0,0.08221476510067115,0.06638418069719748,0.0,77292.0,0.19364599062988505,0.058712121156522606,0.7494677070621236,0.05231388324716913,0.05835010054491942,0.12474849082017254,0.006228765568386882,0.04841149765747126
433,15000US230050033001,1525,301,164,,64236.0,0.024390243902439025,0.05882352931824558,0.05882352931824558,64236.0,0.197635134801292,0.03455723538384748,0.7452229293429753,0.0425055927936179,0.08053691266159183,0.1275167783808537,0.06229508192636388,0.060810810708089844
434,15000US230050034003,692,101,205,,66346.0,0.02973977695167286,0.031645569520108954,0.0,66346.0,0.571895422967662,0.061007957397856874,0.6262458461358043,0.0,0.02542372874174088,0.18926553618851544,0.02890173406228073,0.0
435,15000US230050034004,694,194,111,,55417.0,0.0,0.08635097468983015,0.0,55417.0,0.314024389286511,0.03504043117239776,0.6733212328977836,0.0,0.06983240203957429,0.12569832367123374,0.061959654089395313,0.07621951196274539
436,15000US230050112016,1787,369,346,,66087.0,0.0625,0.1188630489420374,0.09173126603135495,66087.0,0.3636363631031725,0.056039850490610395,0.5490859847331848,0.021108179391677865,0.10158311332244972,0.12401055392610745,0.05085865254236548,0.0
437,15000US230050112015,1177,264,296,,57679.0,0.3056768558951965,0.26656626465878575,0.18222891538820946,57679.0,0.34907597464255447,0.057692307591447015,0.6157158228033199,0.0,0.0,0.3747680883585008,0.1267241378217895,0.0616016425839802
438,15000US230050046002,1794,492,214,,71544.0,0.06986027944111776,0.0,0.0,71544.0,0.24853801133254677,0.05344995135719149,0.7408207338079044,0.0852156056619963,0.065708418823708,0.13963039000037947,0.047244094461617495,0.02339181283129852
439,15000US230050001001,497,53,9,,43370.0,0.0,0.07801418412051708,0.0,43370.0,0.03846153831360947,0.022222222160493826,0.8108108089846603,0.0,0.20170454488152118,0.13636363597623968,0.12273641826411183,0.053846153639053256
440,15000US230050001003,746,94,177,,36250.0,0.0,0.11324786300588063,0.08333333315527065,36250.0,0.3301204811322398,0.05012531315758067,0.5946348724372058,0.03166226904574599,0.10290237439867447,0.18997361427447595,0.2734584446736482,0.3349397582290608
441,15000US230050001002,1371,251,21,,36422.0,0.0,0.039556961962726324,0.0,36422.0,0.09225700149545799,0.056152927053580735,0.719072164330694,0.0,0.20253164531325107,0.1455696200688992,0.33089846579189297,0.24217462892557723
